underlying,upx,type,expiration,data_date,strike,bid,ask,implied_vol,delta,dly_opt_pnl,dly_dh_pnl
SPY,276.010009765625,call,2018-07-20,2018-06-20,281,0.9200000166893005,0.949999988079071,0.08039607638489109,0.247824330098669,-0.06999999284744263,0.11967941521501388
SPY,274.239990234375,call,2018-07-20,2018-06-21,281,0.6200000047683716,0.6399999856948853,0.08652669426124454,0.17646228502175626,0.3100000023841858,-0.4386539045935914
SPY,274.760009765625,call,2018-07-20,2018-06-22,281,0.6600000262260437,0.6700000166893005,0.0824149233986191,0.19464800653930336,-0.030000030994415283,0.09176383474031759
SPY,271.07000732421875,call,2018-07-20,2018-06-25,281,0.25999999046325684,0.2800000011920929,0.09734191690821273,0.08447567952279855,0.39000001549720764,-0.7182516193448891
SPY,271.5799865722656,call,2018-07-20,2018-06-26,281,0.27000001072883606,0.28999999165534973,0.09107555546738191,0.09395766209486778,-0.009999990463256836,0.0430808435212856
SPY,269.79998779296875,call,2018-07-20,2018-06-27,281,0.20000000298023224,0.2199999988079071,0.10474649085700544,0.0676956046222667,0.06999999284744263,-0.1672445238344529
SPY,270.9100036621094,call,2018-07-20,2018-06-28,281,0.20999999344348907,0.2199999988079071,0.09912046872970529,0.07410279313982804,0,0.07514319540178549
SPY,271.3399963378906,call,2018-07-20,2018-06-29,281,0.17000000178813934,0.18000000715255737,0.09224809539403861,0.06784629992850527,0.03999999165534973,0.03186365830505911
SPY,271.8399963378906,call,2018-07-20,2018-07-02,281,0.15000000596046448,0.1599999964237213,0.09088203632971235,0.06386948901856837,0.02000001072883606,0.033923149964252636
SPY,270.8999938964844,call,2018-07-20,2018-07-03,281,0.10000000149011612,0.10999999940395355,0.09896124152059063,0.04416603612351366,0.04999999701976776,-0.06003747560882394
SPY,273.0199890136719,call,2018-07-20,2018-07-05,281,0.1599999964237213,0.17000000178813934,0.09120420661476081,0.07186595328156747,-0.06000000238418579,0.0936317809273757
SPY,275.3599853515625,call,2018-07-20,2018-07-06,281,0.27000001072883606,0.2800000011920929,0.08321635942242997,0.1226559180813867,-0.10999999940395355,0.16816606749788662
SPY,277.8999938964844,call,2018-07-20,2018-07-09,281,0.5299999713897705,0.5400000214576721,0.07530742504642093,0.2331904457866566,-0.2600000202655792,0.31154708001195974
SPY,278.80999755859375,call,2018-07-20,2018-07-10,281,0.699999988079071,0.7099999785423279,0.07382726845006915,0.30340115000416207,-0.16999995708465576,0.21220415963477518
SPY,276.9100036621094,call,2018-07-20,2018-07-11,281,0.25999999046325684,0.27000001072883606,0.0793599966338142,0.14225354658001388,0.4399999678134918,-0.5764603331942483
SPY,279.2900085449219,call,2018-07-20,2018-07-12,281,0.6399999856948853,0.6499999761581421,0.07743269496393172,0.3048172857620789,-0.37999996542930603,0.33856413545782843
SPY,279.55999755859375,call,2018-07-20,2018-07-13,281,0.6200000047683716,0.6299999952316284,0.07397691802257202,0.3285539086256329,0.019999980926513672,0.08229731833304174
SPY,279.3900146484375,call,2018-07-20,2018-07-16,281,0.38999998569488525,0.4099999964237213,0.07073259961685935,0.265303519479066,0.2199999988079071,-0.05584854953139572
SPY,280.42999267578125,call,2018-07-20,2018-07-17,281,0.6399999856948853,0.6600000262260437,0.07138381230271122,0.41321869144248036,-0.2500000298023224,0.2759098308351932
SPY,281.05999755859375,call,2018-07-20,2018-07-18,281,0.6899999976158142,0.7200000286102295,0.06686536919365718,0.5185777581152973,-0.06000000238418579,0.2603297932781544
SPY,279.9599914550781,call,2018-07-20,2018-07-19,281,0.12999999523162842,0.14000000059604645,0.07040168433489348,0.19632896926004328,0.580000028014183,-0.5704386990742765
SPY,279.7200012207031,call,2018-07-20,2018-07-20,281,0,0,0,0,0.14000000059604645,-0.04711703534731996
SPY,279.7200012207031,call,2018-08-17,2018-07-20,283,1.350000023841858,1.3700000047683716,0.08034707087331465,0.33015816554095967,-0.019999980926513672,0
SPY,280.239990234375,call,2018-08-17,2018-07-23,283,1.440000057220459,1.4700000286102295,0.07815481848014635,0.35927413275550557,-0.10000002384185791,0.17167861885535926
SPY,281.54998779296875,call,2018-08-17,2018-07-24,283,1.9500000476837158,1.9900000095367432,0.08309722799217119,0.4318119398541472,-0.5199999809265137,0.47064823677559914
SPY,284.1400146484375,call,2018-08-17,2018-07-25,283,3.259999990463257,3.309999942779541,0.08895510512899145,0.5800418382845921,-1.3199999332427979,1.1184045207342979
SPY,283.29998779296875,call,2018-08-17,2018-07-26,283,2.799999952316284,2.8299999237060547,0.0896761809949568,0.536059505511162,0.48000001907348633,-0.4872507214545191
SPY,281.4599914550781,call,2018-08-17,2018-07-27,283,1.7599999904632568,1.7999999523162842,0.08690118145569592,0.41601941536041326,1.0299999713897705,-0.9863475270319974
SPY,279.8999938964844,call,2018-08-17,2018-07-30,283,1.1399999856948853,1.149999976158142,0.0875338938976751,0.3114083496992971,0.6499999761581421,-0.6489892722898439
SPY,281.19000244140625,call,2018-08-17,2018-07-31,283,1.659999966621399,1.7000000476837158,0.08372208751862466,0.4298202300319229,-0.5500000715255737,0.40171943207211264
SPY,280.8900146484375,call,2018-08-17,2018-08-01,283,1.2300000190734863,1.25,0.08480225359328097,0.3556340143675527,0.4500000476837158,-0.128940822180597
SPY,282.3599853515625,call,2018-08-17,2018-08-02,283,1.7599999904632568,1.7899999618530273,0.08161630407014707,0.47810144237221003,-0.5399999618530273,0.5227715821550378
SPY,283.6199951171875,call,2018-08-17,2018-08-03,283,2.190000057220459,2.2200000286102295,0.07866135939654383,0.5752598864074391,-0.43000006675720215,0.6024124863483828
SPY,284.6600036621094,call,2018-08-17,2018-08-06,283,2.7899999618530273,2.8299999237060547,0.07925074227542363,0.6748430521354154,-0.6099998950958252,0.5982751974145238
SPY,285.5799865722656,call,2018-08-17,2018-08-07,283,3.390000104904175,3.4200000762939453,0.08108928002343013,0.7544045872529511,-0.5900001525878906,0.6208440750022653
SPY,285.44000244140625,call,2018-08-17,2018-08-08,283,3.0199999809265137,3.059999942779541,0.0774343040042549,0.7541705688159689,0.3600001335144043,-0.1056046704629299
SPY,285.0899963378906,call,2018-08-17,2018-08-09,283,2.7799999713897705,2.8299999237060547,0.08236561351021898,0.7315763948693952,0.23000001907348633,-0.26396430217743977
SPY,283.1600036621094,call,2018-08-17,2018-08-10,283,1.8600000143051147,1.8899999856948853,0.0970604064935205,0.5662769777757009,0.9399999380111694,-1.4119370838723844
SPY,282.0799865722656,call,2018-08-17,2018-08-13,283,1.0800000429153442,1.100000023841858,0.09737458791869551,0.42999245568604066,0.7899999618530273,-0.6115888135828264
SPY,283.82000732421875,call,2018-08-17,2018-08-14,283,1.559999942779541,1.5800000429153442,0.09047276638431766,0.6163457362208744,-0.48000001907348633,0.7481957960769953
SPY,281.75,call,2018-08-17,2018-08-15,283,0.6100000143051147,0.6200000047683716,0.100250898636724,0.360267779642309,0.9600000381469727,-1.2758401882282078
SPY,284.0799865722656,call,2018-08-17,2018-08-16,283,1.4700000286102295,1.5,0.10543944342510714,0.7357523384320015,-0.8799999952316284,0.8394190889865311
SPY,285.0199890136719,call,2018-08-17,2018-08-17,283,2.019989013671875,2.019989013671875,0,1,-0.519989013671875,0.6916089943964389
SPY,285.0199890136719,call,2018-09-21,2018-08-17,289,1.3899999856948853,1.409999966621399,0.08564597636643448,0.29790520194800435,-0.019999980926513672,0
SPY,285.67999267578125,call,2018-09-21,2018-08-20,289,1.559999942779541,1.5800000429153442,0.08553139601889587,0.32862311198331395,-0.1700000762939453,0.1966185242471158
SPY,286.2699890136719,call,2018-09-21,2018-08-21,289,1.7300000190734863,1.75,0.08826627001513661,0.3511395775728708,-0.16999995708465576,0.193886432616376
SPY,286.2099914550781,call,2018-09-21,2018-08-22,289,1.5299999713897705,1.5499999523162842,0.0852596536063899,0.33525597485728503,0.20000004768371582,-0.02106751738001294
SPY,285.7900085449219,call,2018-09-21,2018-08-23,289,1.3899999856948853,1.409999966621399,0.08554650600621774,0.31782968864038486,0.13999998569488525,-0.14080177996783316
SPY,287.5199890136719,call,2018-09-21,2018-08-24,289,1.9800000190734863,2,0.08857973734808892,0.403727619476745,-0.5900000333786011,0.5498391537367595
SPY,289.7300109863281,call,2018-09-21,2018-08-27,289,3.049999952316284,3.0899999141693115,0.0917606698926079,0.5311818099686414,-1.0899999141693115,0.8922469100118079
SPY,289.8395080566406,call,2018-09-21,2018-08-28,289,3.1600000858306885,3.190000057220459,0.09491975574227482,0.5404205700571192,-0.10000014305114746,0.05816285199485734
SPY,291.45001220703125,call,2018-09-21,2018-08-29,289,4.110000133514404,4.150000095367432,0.10348038018709826,0.6100219671484363,-0.9600000381469727,0.870349571033458
SPY,290.32000732421875,call,2018-09-21,2018-08-30,289,3.5199999809265137,3.549999952316284,0.10801777699680654,0.5540913668011449,0.6000001430511475,-0.6893278015006195
SPY,290.2699890136719,call,2018-09-21,2018-08-31,289,3.4100000858306885,3.450000047683716,0.10404083309528281,0.5676570600748653,0.09999990463256836,-0.02771471405600209
SPY,289.8399963378906,call,2018-09-21,2018-09-04,289,2.9100000858306885,2.930000066757202,0.09917429182993884,0.5421857287643145,0.5199999809265137,-0.2440883781877091
SPY,289.07000732421875,call,2018-09-21,2018-09-05,289,2.2799999713897705,2.319999933242798,0.10003278552476394,0.4763952846025702,0.6100001335144043,-0.4174770545182013
SPY,288.1600036621094,call,2018-09-21,2018-09-06,289,1.8300000429153442,1.840000033378601,0.10348357597708036,0.41316054062297214,0.4799998998641968,-0.43352145359997685
SPY,287.5299987792969,call,2018-09-21,2018-09-07,289,1.4199999570846558,1.440000057220459,0.09994644858768581,0.3682878535775569,0.3999999761581421,-0.2602931579779247
SPY,288.0899963378906,call,2018-09-21,2018-09-10,289,1.3600000143051147,1.3899999856948853,0.09199618348954092,0.3928796331642792,0.05000007152557373,0.20624029886316433
SPY,289.1300048828125,call,2018-09-21,2018-09-11,289,1.6799999475479126,1.7000000476837158,0.09130284297325685,0.4709191717569584,-0.31000006198883057,0.40859817561662204
SPY,289.17999267578125,call,2018-09-21,2018-09-12,289,1.5199999809265137,1.5499999523162842,0.09045690417248956,0.46456931376960536,0.15000009536743164,0.023540210062802058
SPY,290.79998779296875,call,2018-09-21,2018-09-13,289,2.490000009536743,2.5199999809265137,0.0999334011507674,0.617186969073793,-0.9700000286102295,0.7526000199019083
SPY,290.9200134277344,call,2018-09-21,2018-09-14,289,2.4700000286102295,2.5,0.10691554949820876,0.6225490558710763,0.019999980926513672,0.07407825773215417
SPY,289.3999938964844,call,2018-09-21,2018-09-17,289,1.5,1.5399999618530273,0.10837353976619443,0.49170190901465477,0.9600000381469727,-0.9462867240852835
SPY,290.9200134277344,call,2018-09-21,2018-09-18,289,2.109999895095825,2.1600000858306885,0.11784085361057198,0.6244460138465333,-0.6200001239776611,0.7473965052551856
SPY,291.25,call,2018-09-21,2018-09-19,289,2.2899999618530273,2.4000000953674316,0.14102575446482263,0.6653483663038009,-0.24000000953674316,0.20605879967415053
SPY,293.5299987792969,call,2018-09-21,2018-09-20,289,4.420000076293945,4.630000114440918,0.30556230643432125,0.7465290111893884,-2.2300000190734863,1.516993462979836
SPY,292.0400085449219,call,2018-09-21,2018-09-21,289,3.040008544921875,3.040008544921875,0,1,1.589991569519043,-1.1123209363498139
SPY,292.0400085449219,call,2018-10-19,2018-09-21,296,1.149999976158142,1.1699999570846558,0.07381654058814911,0.3026144899084122,-0.019999980926513672,0
SPY,291.0799865722656,call,2018-10-19,2018-09-24,296,0.7599999904632568,0.7799999713897705,0.07208938802854735,0.23130130300596574,0.38999998569488525,-0.2905165595562388
SPY,290.70001220703125,call,2018-10-19,2018-09-25,296,0.6800000071525574,0.699999988079071,0.07495907704559986,0.2107945894471691,0.07999998331069946,-0.08788856578757567
SPY,289.80499267578125,call,2018-10-19,2018-09-26,296,0.5,0.5099999904632568,0.0785357893088747,0.16294790355572175,0.1899999976158142,-0.1886652746370415
SPY,290.67999267578125,call,2018-10-19,2018-09-27,296,0.5299999713897705,0.550000011920929,0.07481170567596786,0.1825209021662243,-0.04000002145767212,0.14257941561125653
SPY,290.57000732421875,call,2018-10-19,2018-09-28,296,0.4699999988079071,0.49000000953674316,0.07182682721254857,0.17591208651563095,0.06000000238418579,-0.020074625592256846
SPY,291.70001220703125,call,2018-10-19,2018-10-01,296,0.550000011920929,0.5600000023841858,0.07077402194150116,0.20453197940576184,-0.06999999284744263,0.19878151670839792
SPY,291.6099853515625,call,2018-10-19,2018-10-02,296,0.550000011920929,0.5600000023841858,0.07286709983088957,0.20574925922973997,0,-0.018413370948699874
SPY,291.760009765625,call,2018-10-19,2018-10-03,296,0.5299999713897705,0.5400000214576721,0.07232490287529757,0.20731280049630751,0.019999980926513672,0.030867412059735158
SPY,289.5299987792969,call,2018-10-19,2018-10-04,296,0.30000001192092896,0.3100000023841858,0.0846492708509282,0.1215223643394846,0.23000001907348633,-0.4623098227132165
SPY,287.80999755859375,call,2018-10-19,2018-10-05,296,0.12999999523162842,0.14000000059604645,0.08588967842109335,0.06341766845759367,0.17000000178813934,-0.20901861500664343
SPY,287.79998779296875,call,2018-10-19,2018-10-08,296,0.09000000357627869,0.10000000149011612,0.08411224981075684,0.0498512856122289,0.03999999910593033,-6.347959977444678e-4
SPY,287.4800109863281,call,2018-10-19,2018-10-09,296,0.05999999865889549,0.07000000029802322,0.0893083489365995,0.035952626825920764,0.030000001192092896,-0.015951255177130738
SPY,278.2699890136719,call,2018-10-19,2018-10-10,296,0.019999999552965164,0.029999999329447746,0.1622548160370215,0.009916512006522327,0.04000000096857548,-0.33112448304144076
SPY,272.5400085449219,call,2018-10-19,2018-10-11,296,0.019999999552965164,0.03999999910593033,0.22449469767188296,0.009525763379894636,-0.009999999776482582,-0.0568214201154978
SPY,276.010009765625,call,2018-10-19,2018-10-12,296,0.009999999776482582,0.019999999552965164,0.19605555862997404,0.006152025269895056,0.019999999552965164,0.03305441055636351
SPY,274.489990234375,call,2018-10-19,2018-10-15,296,0,0.009999999776482582,0.21023007309719952,0.002342890224604044,0.009999999776482582,-0.009351198566984038
SPY,280.239990234375,call,2018-10-19,2018-10-16,296,0.009999999776482582,0.019999999552965164,0.2018222555706084,0.007441148077553028,-0.009999999776482582,0.013471618791473253
SPY,280.4200134277344,call,2018-10-19,2018-10-17,296,0,0.009999999776482582,0.21763637347777323,0.0030570703624436812,0.009999999776482582,0.0013395792391810704
SPY,276.3900146484375,call,2018-10-19,2018-10-18,296,0,0.009999999776482582,0.3767845888876377,0.0025700473595443585,0,-0.012319989828872691
SPY,276.1796875,call,2018-10-19,2018-10-19,296,0,0,0,0,0.009999999776482582,-5.405507324822912e-4
SPY,276.1796875,call,2018-11-16,2018-10-19,283,1.8700000047683716,1.8899999856948853,0.1396699343897393,0.2835176221564876,-0.019999980926513672,0
SPY,275.0299987792969,call,2018-11-16,2018-10-22,283,1.3799999952316284,1.3899999856948853,0.13304096704394605,0.23838235548157233,0.5,-0.32595701231388424
SPY,273.5199890136719,call,2018-11-16,2018-10-23,283,1.2000000476837158,1.2300000190734863,0.14389381856492564,0.20802920615892506,0.15999996662139893,-0.35995968472986445
SPY,265.2099914550781,call,2018-11-16,2018-10-24,283,0.4000000059604645,0.41999998688697815,0.16303799916149989,0.08127400834300574,0.8100000321865082,-1.7287221952968632
SPY,270.010009765625,call,2018-11-16,2018-10-25,283,0.6700000166893005,0.699999988079071,0.16893144834672807,0.12308387084393746,-0.2800000011920929,0.39011672821796706
SPY,265.2200012207031,call,2018-11-16,2018-10-26,283,0.4000000059604645,0.41999998688697815,0.17590794459437795,0.08044711058094123,0.2800000011920929,-0.5895727930845208
SPY,263.69000244140625,call,2018-11-16,2018-10-29,283,0.20000000298023224,0.2199999988079071,0.17626968610813337,0.04702505206651603,0.19999998807907104,-0.12308398098680079
SPY,267.8800048828125,call,2018-11-16,2018-10-30,283,0.4300000071525574,0.4399999976158142,0.17378736362862116,0.0900557527788784,-0.2199999988079071,0.19703508296595817
SPY,270.69000244140625,call,2018-11-16,2018-10-31,283,0.4699999988079071,0.49000000953674316,0.1566171740908672,0.10897337532112944,-0.050000011920928955,0.2530564454459706
SPY,273.3699951171875,call,2018-11-16,2018-11-01,283,0.5199999809265137,0.5400000214576721,0.14323312581871933,0.13079722791181608,-0.050000011920928955,0.2920478477157881
SPY,271.79998779296875,call,2018-11-16,2018-11-02,283,0.28999999165534973,0.3100000023841858,0.14089827958829892,0.08634410537087783,0.23000001907348633,-0.20535260580906037
SPY,273.4700012207031,call,2018-11-16,2018-11-05,283,0.3400000035762787,0.36000001430511475,0.1356429723332902,0.10526954719391346,-0.050000011920928955,0.14419581537507775
SPY,275.1099853515625,call,2018-11-16,2018-11-06,283,0.5899999737739563,0.6100000143051147,0.14666709221578392,0.16012995437363275,-0.25,0.17264038686077013
SPY,281,call,2018-11-16,2018-11-07,283,1.5399999618530273,1.559999942779541,0.12373197589319258,0.3856580280411353,-0.9499999284744263,0.9431677769143254
SPY,280.4800109863281,call,2018-11-16,2018-11-08,283,1.1699999570846558,1.190000057220459,0.12258779701528986,0.33818138538542236,0.36999988555908203,-0.20053793761575026
SPY,277.82000732421875,call,2018-11-16,2018-11-09,283,0.3700000047683716,0.3799999952316284,0.126285849845612,0.14815356735255714,0.8100000619888306,-0.8995637235824454
SPY,272.4794921875,call,2018-11-16,2018-11-12,283,0.05999999865889549,0.07000000029802322,0.15445125466138315,0.03159441856097933,0.3099999949336052,-0.7912163690052122
SPY,272.0400085449219,call,2018-11-16,2018-11-13,283,0.029999999329447746,0.03999999910593033,0.17272789672413022,0.01884606359412666,0.030000001192092896,-0.013885230154317118
SPY,270.1499938964844,call,2018-11-16,2018-11-14,283,0.009999999776482582,0.019999999552965164,0.22353416825486222,0.00843798497585041,0.019999999552965164,-0.03561933625828407
SPY,273.010009765625,call,2018-11-16,2018-11-15,283,0.009999999776482582,0.019999999552965164,0.24570670858026625,0.010473109108603218,0,0.024132770934502345
SPY,273.7300109863281,call,2018-11-16,2018-11-16,283,0,0,0,0,0.019999999552965164,0.007540651342751334
SPY,273.7300109863281,call,2018-12-21,2018-11-16,281,2.25,2.2699999809265137,0.14782569116915417,0.2939351109515486,-0.019999980926513672,0
SPY,269.1199951171875,call,2018-12-21,2018-11-19,281,1.2000000476837158,1.2200000286102295,0.15273152878230328,0.18271464068327103,1.0499999523162842,-1.3550455259842495
SPY,264.1499938964844,call,2018-12-21,2018-11-20,281,0.5600000023841858,0.5799999833106995,0.16243611936158267,0.0974989717784423,0.64000004529953,-0.9080919872361899
SPY,265.0299987792969,call,2018-12-21,2018-11-21,281,0.49000000953674316,0.5099999904632568,0.1540436442726912,0.09275818440424671,0.06999999284744263,0.08579957123422736
SPY,263.25,call,2018-12-21,2018-11-23,281,0.3700000047683716,0.38999998569488525,0.16181569479293928,0.07256512773589247,0.12000000476837158,-0.1651094550093536
SPY,267.42999267578125,call,2018-12-21,2018-11-26,281,0.5299999713897705,0.5400000214576721,0.14430114063031252,0.10699005832403019,-0.15000003576278687,0.30332170245316137
SPY,268.2900085449219,call,2018-12-21,2018-11-27,281,0.6299999952316284,0.6399999856948853,0.15053411547693488,0.12149495388477127,-0.09999996423721313,0.09201314799894698
SPY,274.3599853515625,call,2018-12-21,2018-11-28,281,1.8600000143051147,1.8899999856948853,0.16044017389570245,0.2732764714662571,-1.25,0.73747155220443394
SPY,273.95001220703125,call,2018-12-21,2018-11-29,281,1.7599999904632568,1.7799999713897705,0.16209263761558598,0.2656549524116941,0.11000001430511475,-0.11203601433342585
SPY,275.68499755859375,call,2018-12-21,2018-11-30,281,2.2899999618530273,2.309999942779541,0.16515896595494794,0.3240309313124885,-0.5299999713897705,0.46090745100432234
SPY,279.260009765625,call,2018-12-21,2018-12-03,281,2.819999933242798,2.8499999046325684,0.14688478750729153,0.4140345385271643,-0.5399999618530273,1.158414534897851
SPY,270.3900146484375,call,2018-12-21,2018-12-04,281,0.7699999809265137,0.7900000214576721,0.16878047101412752,0.14847301537197322,2.0599998831748962,-3.6724843350829275
SPY,269.7699890136719,call,2018-12-21,2018-12-06,281,0.5600000023841858,0.5799999833106995,0.16993162238874018,0.1224409475326022,0.21000003814697266,-0.0920570756015741
SPY,263.6600036621094,call,2018-12-21,2018-12-07,281,0.1599999964237213,0.18000000715255737,0.19010539737495502,0.042476194843498294,0.3999999761581421,-0.7481123958556322
SPY,264.07000732421875,call,2018-12-21,2018-12-10,281,0.09000000357627869,0.10000000149011612,0.17283068716443925,0.028914691200564224,0.08000000566244125,0.017415395438305652
SPY,264.1099853515625,call,2018-12-21,2018-12-11,281,0.05999999865889549,0.07000000029802322,0.17415536754565458,0.021638608211192734,0.030000001192092896,0.001155952315452244
SPY,265.5299987792969,call,2018-12-21,2018-12-12,281,0.05999999865889549,0.07000000029802322,0.17794426086366913,0.022450470498281028,0,0.030727114217376988
SPY,265.3800048828125,call,2018-12-21,2018-12-13,281,0.03999999910593033,0.05000000074505806,0.1838247400733523,0.016839885560235246,0.019999999552965164,-0.003367433547944679
SPY,260.57000732421875,call,2018-12-21,2018-12-14,281,0.019999999552965164,0.029999999329447746,0.23267274914658548,0.008862968279180539,0.020000001415610313,-0.08099980843172967
SPY,255.1699981689453,call,2018-12-21,2018-12-17,281,0.009999999776482582,0.019999999552965164,0.2993805721021534,0.004995372090534744,0.009999999776482582,-0.047860109850472975
SPY,255.11000061035156,call,2018-12-21,2018-12-18,281,0.009999999776482582,0.019999999552965164,0.35873209904533365,0.004845976007355701,0,-2.9971012969944174e-4
SPY,251.0399932861328,call,2018-12-21,2018-12-19,281,0,0.009999999776482582,0.4396731575263072,0.0017816598364315261,0.009999999776482582,-0.01972315784292604
SPY,247.11000061035156,call,2018-12-21,2018-12-20,281,0,0.009999999776482582,0.697878608653535,0.0016252266783125524,0,-0.007001910107909517
SPY,240.61000061035156,call,2018-12-21,2018-12-21,281,0,0,0,0,0.009999999776482582,-0.01056397340903159
